Company_Name,Talk_E,Talk_S,Talk_G,Walk_E,Walk_S,Walk_G,Gap_E,Gap_S,Gap_G,Final_E,Final_S,Final_G,Final_ESG_Score,Confidence_Level,Risk_Flag
JAIPRAKASH POWER VENTURES LTD,0.3979,0.2519,0.6363,0.0,0.0,0.0,0.3979,0.2519,0.6363,0.059685,0.03778500000000001,0.09544500000000003,6.183600000000001,Low,Greenwashing Risk
MAHARASHTRA SCOOTERS LTD,0.4493,0.3488,0.4169,0.0,0.0,0.0,0.4493,0.3488,0.4169,0.067395,0.052320000000000005,0.06253500000000002,6.150675,Low,Low Coverage
NETWEB TECHNOLOGIES INDIA LTD,0.41659999999999997,0.34009999999999996,0.7028,0.0,0.0,0.0,0.41659999999999997,0.34009999999999996,0.7028,0.06249000000000002,0.051015000000000005,0.10541999999999999,5.966525000000001,Low,Greenwashing Risk | High Volatility
BHEL_26072025152245_BHELBRSRreport2024-25sd,0.40979999999999994,0.3011,0.47729999999999995,0.0,0.0,0.0,0.40979999999999994,0.3011,0.47729999999999995,0.06147,0.045165,0.07159499999999999,5.89467,Low,No Risk
AVENUE SUPERMARTS LTD,0.1,0.1,0.1,0.0,0.0,0.2502,0.1,0.1,-0.15019999999999997,0.015000000000000006,0.015000000000000006,0.19011999999999998,5.878,High,Low Disclosure
CANBK_23062025155557_BRSR1533,0.425,0.3529,0.3757,0.0,0.0,0.0,0.425,0.3529,0.3757,0.06375000000000001,0.05293500000000001,0.056355,5.85486,Low,No Risk
GMR AIRPORTS LTD,0.1,0.1,0.1,0.0,0.0,0.2448,0.1,0.1,-0.14479999999999998,0.015000000000000006,0.015000000000000006,0.18688,5.797,Medium,Low Disclosure
OBEROIRLTY_04072025193716_Business_Responsibility_and_sustainability_report,0.4366,0.28350000000000003,0.41450000000000004,0.0,0.0,0.0,0.4366,0.28350000000000003,0.41450000000000004,0.06549000000000002,0.04252500000000001,0.06217500000000002,5.754210000000001,Low,No Risk
DATA PATTERNS INDIA LTD,0.3296,0.28559999999999997,0.8417,0.0,0.0,0.0,0.3296,0.28559999999999997,0.8417,0.04944000000000001,0.04284,0.12625500000000003,5.6597750000000016,Medium,Greenwashing Risk | High Volatility
BALKRISIND_04072025192357_BRSRnewfsigned,0.41729999999999995,0.32939999999999997,0.36219999999999997,0.0,0.0,0.0,0.41729999999999995,0.32939999999999997,0.36219999999999997,0.062595,0.049409999999999996,0.05432999999999999,5.644139999999999,Low,No Risk
HONASA CONSUMER LTD,0.3084,0.26239999999999997,0.6333,0.0,0.0,0.0,0.3084,0.26239999999999997,0.6333,0.04626000000000001,0.039360000000000006,0.094995,5.630475000000001,Low,Greenwashing Risk | Low Coverage
ALEMBIC PHARMACEUTICALS LTD,0.1,0.1,0.1,0.0,0.0,0.233,0.1,0.1,-0.133,0.015000000000000006,0.015000000000000006,0.17980000000000002,5.620000000000001,Medium,Low Disclosure
KRISHNA INSTITUTE OF MEDICAL SCIENCE LTD,0.41850000000000004,0.2993,0.3736,0.0,0.0,0.0,0.41850000000000004,0.2993,0.3736,0.06277500000000001,0.044895000000000004,0.05603999999999999,5.554845,Low,No Risk
JUBILANT PHARMOVA LTD,0.1,0.1,0.1,0.0,0.1637,0.0,0.1,-0.0637,0.1,0.015000000000000006,0.13822,0.015000000000000006,5.319820000000001,Medium,Low Disclosure
LIC_BOARD_30072025182416_Disclosure_BRSR,0.3859,0.3328,0.2897,0.0,0.0,0.0,0.3859,0.3328,0.2897,0.05788500000000002,0.04991999999999999,0.04345500000000001,5.180835000000002,Low,No Risk
TVS MOTOR CO LTD,0.1,0.1,0.1,0.0085,0.0,0.1801,0.0915,0.1,-0.0801,0.02222500000000001,0.015000000000000006,0.14806000000000002,5.144400000000002,Medium,Low Disclosure
CE INFO SYSTEMS LTD,0.3195,0.2695,0.7078,0.0,0.0,0.0,0.3195,0.2695,0.7078,0.047924999999999995,0.040425,0.10616999999999999,5.016125,Low,Greenwashing Risk | High Volatility | Low Coverage
LUPIN LTD,0.1,0.1,0.1,0.0,0.0,0.1892,0.1,0.1,-0.0892,0.015000000000000006,0.015000000000000006,0.15352,4.963,High,Low Disclosure
CG POWER AND INDUSTRIAL SOLU,0.1,0.1,0.1,0.0,0.0,0.1856,0.1,0.1,-0.08559999999999998,0.015000000000000006,0.015000000000000006,0.15136,4.909,High,Low Disclosure
GREAT EASTERN SHIPPING CO,0.1,0.1,0.1,0.0,0.0,0.1829,0.1,0.1,-0.0829,0.015000000000000006,0.015000000000000006,0.14974,4.868500000000001,Medium,Low Disclosure
AUTHUM INVESTMENT INFRASTUCT,0.1,0.1,0.1,0.0,0.0,0.1807,0.1,0.1,-0.0807,0.015000000000000006,0.015000000000000006,0.14842,4.835500000000001,Medium,Low Disclosure
BAJAJ HOLDINGS AND INVESTMEN,0.1,0.1,0.1,0.0,0.0,0.1498,0.1,0.1,-0.04979999999999998,0.015000000000000006,0.015000000000000006,0.12988,4.372,Medium,Low Disclosure
COFORGE LIMITED,0.1,0.1,0.1,0.0,0.1123,0.0,0.1,-0.012299999999999991,0.1,0.015000000000000006,0.10738,0.015000000000000006,4.36378,High,Low Disclosure
THERMAX LTD,0.1,0.1,0.1,0.0,0.0,0.1439,0.1,0.1,-0.043899999999999995,0.015000000000000006,0.015000000000000006,0.12634,4.2835,High,Low Disclosure
TATA INVESTMENT CORP LTD,0.1,0.1,0.1,0.0,0.0,0.1404,0.1,0.1,-0.04039999999999999,0.015000000000000006,0.015000000000000006,0.12424,4.231000000000001,Medium,Low Disclosure
AADHAR HOUSING FINANCE LTD 24-25,0.1378,0.2553,0.7334,0.0,0.0,0.0,0.1378,0.2553,0.7334,0.02067,0.03829500000000001,0.11001,3.8468750000000007,Low,Greenwashing Risk | High Volatility
APOLLO HOSPITALS ENTERPRISE,0.1,0.1,0.1,0.0511,0.0,0.0,0.048900000000000006,0.1,0.1,0.058435,0.015000000000000006,0.015000000000000006,3.41114,High,Low Disclosure
PETRONET LNG LTD,0.1,0.1,0.1,0.0,0.0,0.0897,0.1,0.1,0.010300000000000004,0.015000000000000006,0.015000000000000006,0.09124500000000002,3.4061250000000007,High,Low Disclosure
SAI LIFE SCIENCES LTD,0.1,0.1,0.1,0.0,0.0,0.0883,0.1,0.1,0.011700000000000002,0.015000000000000006,0.015000000000000006,0.09005500000000001,3.376375000000001,High,Low Disclosure
HINDUSTAN COPPER LTD,0.17559999999999998,0.1578,0.3651,0.0,0.0,0.0,0.17559999999999998,0.1578,0.3651,0.026340000000000002,0.023669999999999997,0.05476500000000001,3.261855,Low,Low Coverage
AKZO NOBEL INDIA LTD,0.1,0.1,0.1,0.0,0.0563,0.0,0.1,0.0437,0.1,0.015000000000000006,0.06285500000000001,0.015000000000000006,2.983505000000001,High,Low Disclosure
ALKEM LABORATORIES LTD,0.1,0.1,0.1,0.0,0.0,0.0666,0.1,0.1,0.0334,0.015000000000000006,0.015000000000000006,0.07161000000000001,2.9152500000000003,High,Low Disclosure
DIXON_01092025235419_Binder1,0.0,0.0,0.6628000000000001,0.0,0.0,0.0,0.0,0.0,0.6628000000000001,0.0,0.0,0.09942000000000001,2.4855,Low,Greenwashing Risk
TATAMOTORSSJS_19062025141650_NSEBSELETTERBRSR,0.1685,0.09720000000000001,0.22260000000000002,0.0,0.0,0.0,0.1685,0.09720000000000001,0.22260000000000002,0.025275,0.014580000000000003,0.03339,2.3988300000000002,Low,No Risk
OLECTRA_29082025193717_BRSR,0.1612,0.1149,0.1841,0.0,0.0,0.0,0.1612,0.1149,0.1841,0.024180000000000007,0.017235,0.027615000000000008,2.2885800000000005,Low,No Risk
MAX FINANCIAL SERVICES LTD,0.1,0.1,0.1,0.0,0.0,0.0369,0.1,0.1,0.0631,0.015000000000000006,0.015000000000000006,0.046365,2.284125000000001,Medium,Low Disclosure
PTC_14072025180701_PTCBRSR2025,0.0,0.0,0.5727,0.0,0.0,0.0,0.0,0.0,0.5727,0.0,0.0,0.08590500000000001,2.147625,Low,Greenwashing Risk
BAJAJ AUTO LTD,0.1,0.1,0.1,0.0,0.0061,0.0,0.1,0.09390000000000001,0.1,0.015000000000000006,0.020185,0.015000000000000006,1.6607350000000007,High,Low Disclosure
BAJAJ FINSERV LTD,0.1,0.1,0.1,0.0,0.0037,0.0,0.1,0.09630000000000001,0.1,0.015000000000000006,0.018145000000000005,0.015000000000000006,1.5974950000000008,High,Low Disclosure
DEEPAK FERTILISERS  PETRO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
BHARAT ELECTRONICS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
MAHINDRA  MAHINDRA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
MANGALORE REFINERY  PETRO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PERSISTENT SYSTEMS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
POWER FINANCE CORPORATION,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PHOENIX MILLS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
COMPUTER AGE MANAGEMENT SERV,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PI INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
INDIAN RAILWAY CATERING  TO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CLEAN SCIENCE  TECHNOLOGY L,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PTC INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CENTRAL DEPOSITORY SERVICES,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
JAIPRAKASH POWER VENTURES LT,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
GLOBAL HEALTH LTDINDIA,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
INTERNATIONAL GEMMOLOGICAL I,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CHAMBAL FERTILISERS  CHEM,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
BALKRISHNA INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ZF COMMERCIAL VEHICLE CONTRO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ZENSAR TECHNOLOGIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
ACC LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
AARTI INDUSTRIES LIMITED,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
WHIRLPOOL OF INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
AADHAR HOUSING FINANCE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
VENTIVE HOSPITALITY LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
GE VERNOVA TD INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
GENERAL INS CORP OF INDIA,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
GLAXOSMITHKLINE PHARMACEUTIC,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
NETWEB TECHNOLOGIES INDIA LT,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
COROMANDEL INTERNATIONAL LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
BAJAJ HOUSING FINANCE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
MULTI COMMODITY EXCH INDIA,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
NTPC GREEN ENERGY LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
MAHINDRA  MAHINDRA FIN SECS,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
OIL  NATURAL GAS CORP LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
MAHARASHTRA SEAMLESS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
INDIAN RENEWABLE ENERGY DEVE,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
BHARAT DYNAMICS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
NIPPON LIFE INDIA ASSET MANA,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
NEW INDIA ASSURANCE CO LTDT,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
IPCA LABORATORIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
INVENTURUS KNOWLEDGE SOLUTIO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
NIVA BUPA HEALTH INSURANCE C,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CROMPTON GREAVES CONSUMER EL,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
360 ONE WAM LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
TRANSFORMERS  RECTIFIERS IN,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
TITAGARH RAIL SYSTEM LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PREMIER ENERGIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
PROCTER  GAMBLE HYGIENE,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
PRESTIGE ESTATES PROJECTS,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
HOUSING  URBAN DEV CORP LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
RAINBOW CHILDRENS MEDICARE,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
APAR INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
SHIPPING CORP OF INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
HDFC ASSET MANAGEMENT CO LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
SHYAM METALICS  ENERGY LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
GARDEN REACH SHIPBUILDERS ,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
STAR HEALTH  ALLIED INSURAN,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
KRISHNA INSTITUTE OF MEDICAL,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ENDURANCE TECHNOLOGIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
JB CHEMICALS  PHARMA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
JAMMU  KASHMIR BANK LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CHOLAMANDALAM FINANCIAL HOLD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
SAMVARDHANA MOTHERSON INTERN,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
DR REDDYS LABORATORIES,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
DIVIS LABORATORIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
DIXON TECHNOLOGIES INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
DR AGARWALS HEALTH CARE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
RASHTRIYA CHEMICALS  FERT,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
RAMCO CEMENTS LTDTHE,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
JK TYRE  INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
JUBILANT FOODWORKS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
SARDA ENERGY  MINERALS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
MAHANAGAR GAS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
SBI CARDS  PAYMENT SERVICES,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
LLOYDS METALS  ENERGY LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
AEGIS VOPAK TERMINALS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
AFCONS INFRASTUCTURE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ADITYA BIRLA SUN LIFE AMC LT,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
LEELA PALACES HOTELS  RESOR,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
LT FINANCE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
LARSEN  TOUBRO LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
LT TECHNOLOGY SERVICES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
FERTILISERS  CHEM TRAVANCR,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
TATA COMMUNICATIONS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
AMBER ENTERPRISES INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
AKUMS DRUGS  PHARMACEUTICAL,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
AMARA RAJA ENERGY  MOBILITY,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
GO DIGIT GENERAL INSURANCE L,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
TECHNO ELECTRIC  ENGINEERIN,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
